2021-08-29 14:49:25,182 ERROR [restartedMain] o.s.d.e.r.s.AbstractElasticsearchRepository [AbstractElasticsearchRepository.java:91] failed to load elasticsearch nodes : org.elasticsearch.client.transport.NoNodeAvailableException: None of the configured nodes are available: [{#transport#-1}{Bzy9MauhR6W3XlXZOd9Pfw}{127.0.0.1}{127.0.0.1:9300}]
2021-08-29 14:50:30,336 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:25] 服务器发生异常：None of the configured nodes are available: [{#transport#-1}{Bzy9MauhR6W3XlXZOd9Pfw}{127.0.0.1}{127.0.0.1:9300}]
2021-08-29 14:50:30,336 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.transport.TransportClientNodesService.ensureNodesAreAvailable(TransportClientNodesService.java:349)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.transport.TransportClientNodesService.execute(TransportClientNodesService.java:247)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.transport.TransportProxyClient.execute(TransportProxyClient.java:60)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.transport.TransportClient.doExecute(TransportClient.java:381)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.support.AbstractClient.execute(AbstractClient.java:407)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.client.support.AbstractClient.execute(AbstractClient.java:396)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.elasticsearch.action.ActionRequestBuilder.execute(ActionRequestBuilder.java:46)
2021-08-29 14:50:30,337 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.data.elasticsearch.core.ElasticsearchTemplate.getSearchResponse(ElasticsearchTemplate.java:940)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.data.elasticsearch.core.ElasticsearchTemplate.doSearch(ElasticsearchTemplate.java:931)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.data.elasticsearch.core.ElasticsearchTemplate.queryForPage(ElasticsearchTemplate.java:314)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] com.eloim.community.service.ElasticsearchService.searchDiscussPost(ElasticsearchService.java:76)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] com.eloim.community.service.ElasticsearchService$$FastClassBySpringCGLIB$$51883085.invoke(<generated>)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.cglib.proxy.MethodProxy.invoke(MethodProxy.java:218)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.CglibAopProxy$CglibMethodInvocation.invokeJoinpoint(CglibAopProxy.java:749)
2021-08-29 14:50:30,338 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:163)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.adapter.MethodBeforeAdviceInterceptor.invoke(MethodBeforeAdviceInterceptor.java:56)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.interceptor.ExposeInvocationInterceptor.invoke(ExposeInvocationInterceptor.java:93)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:186)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.aop.framework.CglibAopProxy$DynamicAdvisedInterceptor.intercept(CglibAopProxy.java:688)
2021-08-29 14:50:30,339 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] com.eloim.community.service.ElasticsearchService$$EnhancerBySpringCGLIB$$b77f85f.searchDiscussPost(<generated>)
2021-08-29 14:50:30,340 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] com.eloim.community.controller.SearchController.search(SearchController.java:44)
2021-08-29 14:50:30,340 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
2021-08-29 14:50:30,340 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
2021-08-29 14:50:30,340 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
2021-08-29 14:50:30,340 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] java.lang.reflect.Method.invoke(Method.java:498)
2021-08-29 14:50:30,341 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:190)
2021-08-29 14:50:30,341 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:138)
2021-08-29 14:50:30,341 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:104)
2021-08-29 14:50:30,341 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:892)
2021-08-29 14:50:30,341 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:797)
2021-08-29 14:50:30,342 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
2021-08-29 14:50:30,342 ERROR [http-nio-8080-exec-9] c.e.c.c.a.ExceptionAdvice [ExceptionAdvice.java:27] org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1039)
